0.0	0.0	0.0	0.0	-4.108391737780333	-4.143999999999916	-8.805413579092791e6
5.0e-10	0.0	0.0	0.0	-4.103996035140145	-4.139597293210369	NaN
1.020202922720644e-9	0.0	0.0	0.0	-4.100102432065051	-4.13569640297734	NaN
1.5614250843348446e-9	0.0	0.0	0.0	-4.096655953892079	-4.132242343202656	NaN
2.1245157849606284e-9	0.0	0.0	0.0	-4.0936112270576155	-4.1291897284254535	NaN
2.710358641405324e-9	0.0	0.0	0.0	-4.090929544484579	-4.126499839190683	NaN
3.3198729737604067e-9	0.0	0.0	0.0	-4.088576889205605	-4.124138645652869	NaN
3.954015248022879e-9	0.0	0.0	0.0	-4.086522606203516	-4.122075479396373	NaN
4.613780577006987e-9	0.0	0.0	0.0	-4.084738524725691	-4.120282155728736	NaN
5.300204281901547e-9	0.0	0.0	0.0	-4.083198398516804	-4.1187324138915455	NaN
6.014363516923313e-9	0.0	0.0	0.0	-4.081877570827589	-4.117401582046435	NaN
6.757378959615837e-9	0.0	0.0	0.0	-4.08075279608387	-4.116266398920443	NaN
7.530416569446285e-9	0.0	0.0	0.0	-4.079802166969932	-4.115304940864747	NaN
8.334689417459846e-9	0.0	0.0	0.0	-4.079005107827808	-4.114496615228318	NaN
9.171459589862866e-9	0.0	0.0	0.0	-4.078342404577553	-4.113822190251531	NaN
1.0042040168521883e-8	0.0	0.0	0.0	-4.077796248829154	-4.113263839150329	NaN
1.0947797291486382e-8	0.0	0.0	0.0	-4.077350280010041	-4.112805182214872	NaN
1.1890152296768731e-8	0.0	0.0	0.0	-4.076989614446244	-4.112431315860665	NaN
1.2870583952745343e-8	0.0	0.0	0.0	-4.076700854559536	-4.112128821794447	NaN
1.3890630778679092e-8	0.0	0.0	0.0	-4.076472074773437	-4.111885752887706	NaN
1.4951893459004397e-8	0.0	0.0	0.0	-4.076292783433991	-4.1116915950636175	NaN
1.6056037355163532e-8	0.0	0.0	0.0	-4.076153862117245	-4.111537206569347	NaN
1.7204795118935815e-8	0.0	0.0	0.0	-4.0760474851835315	-4.1114147374937255	NaN
1.839996941136056e-8	0.0	0.0	0.0	-4.0759670234167515	-4.111317533368438	NaN
1.964343573152042e-8	0.0	0.0	0.0	-4.075906936121843	-4.111240027225873	NaN
2.0937145359624104e-8	0.0	0.0	0.0	-4.075862656211512	-4.111177624644618	NaN
2.2283128419006853e-8	0.0	0.0	0.0	-4.0758304726599155	-4.111126586160258	NaN
2.3683497061853615e-8	0.0	0.0	0.0	-4.075807414302745	-4.111083911020825	NaN
2.5140448783644068e-8	0.0	0.0	0.0	-4.075791138386302	-4.111047225689448	NaN
2.6656269871520604e-8	0.0	0.0	0.0	-4.075779826578069	-4.1110146798066145	NaN
2.8233338991990524e-8	0.0	0.0	0.0	-4.075772090409952	-4.110984851583161	NaN
2.987413092359238e-8	0.0	0.0	0.0	-4.075766887388966	-4.110956663858664	NaN
3.158122044038385e-8	0.0	0.0	0.0	-4.075763448326201	-4.110929311376012	NaN
3.335728635234524e-8	0.0	0.0	0.0	-4.075761215840029	-4.110902199228005	NaN
3.520511570903889e-8	0.0	0.0	0.0	-4.075759793508078	-4.110874891950447	NaN
3.712760817312097e-8	0.0	0.0	0.0	-4.075758904786165	-4.110847072379816	NaN
3.912778057056879e-8	0.0	0.0	0.0	-4.075758360581279	-4.110818509162502	NaN
4.1208771624763824e-8	0.0	0.0	0.0	-4.075758034249771	-4.1107890316866795	NaN
4.337384688185936e-8	0.0	0.0	0.0	-4.075757842774204	-4.110758511190166	NaN
4.562640383516186e-8	0.0	0.0	0.0	-4.075757732931172	-4.110726846856456	NaN
4.7969977256567194e-8	0.0	0.0	0.0	-4.075757671374859	-4.110693955823591	NaN
5.040824474341814e-8	0.0	0.0	0.0	-4.0757576377051885	-4.110659766174613	NaN
5.294503248948731e-8	0.0	0.0	0.0	-4.075757619746044	-4.110624212134941	NaN
5.55843212891415e-8	0.0	0.0	0.0	-4.075757610413152	-4.110587230856144	NaN
5.8330252784109445e-8	0.0	0.0	0.0	-4.07575760569227	-4.1105487603066235	NaN
6.118713596265542e-8	0.0	0.0	0.0	-4.075757603370131	-4.110508737911521	NaN
6.415945392135755e-8	0.0	0.0	0.0	-4.075757602260491	-4.110467099684033	NaN
6.725187090010135e-8	0.0	0.0	0.0	-4.075757601745894	-4.110423779668642	NaN
7.046923960132829e-8	0.0	0.0	0.0	-4.075757601514534	-4.110378709575432	NaN
