0.0	-3.345307816051275e-16	9.028358734677797e-17	0.0	-4.144
5.0e-10	0.0	0.0	0.0	-4.133206039695971
1.020202922720644e-9	0.0	0.0	0.0	-4.1243204234989745
1.5614250843348446e-9	0.0	0.0	0.0	-4.116854314832129
2.1245157849606284e-9	0.0	0.0	0.0	-4.110501687606301
2.710358641405324e-9	0.0	0.0	0.0	-4.1050571957460065
3.3198729737604067e-9	0.0	0.0	0.0	-4.100374752375456
3.954015248022879e-9	0.0	0.0	0.0	-4.096344875137066
4.613780577006987e-9	0.0	0.0	0.0	-4.092881546700771
5.300204281901547e-9	0.0	0.0	0.0	-4.089914282045823
6.014363516923313e-9	0.0	0.0	0.0	-4.087383224339655
6.757378959615837e-9	0.0	0.0	0.0	-4.0852360865854
7.530416569446285e-9	0.0	0.0	0.0	-4.0834262540163815
8.334689417459846e-9	0.0	0.0	0.0	-4.081911627205386
9.171459589862866e-9	0.0	0.0	0.0	-4.0806539359739995
1.0042040168521883e-8	0.0	0.0	0.0	-4.079618344860037
1.0947797291486382e-8	0.0	0.0	0.0	-4.078773229207841
1.1890152296768731e-8	0.0	0.0	0.0	-4.078090040512496
1.2870583952745343e-8	0.0	0.0	0.0	-4.077543207540512
1.3890630778679092e-8	0.0	0.0	0.0	-4.077110039796762
1.4951893459004397e-8	0.0	0.0	0.0	-4.076770614340047
1.6056037355163532e-8	0.0	0.0	0.0	-4.076507637193738
1.7204795118935815e-8	0.0	0.0	0.0	-4.076306277654935
1.839996941136056e-8	0.0	0.0	0.0	-4.076153978428202
1.964343573152042e-8	0.0	0.0	0.0	-4.076040247282752
2.0937145359624104e-8	0.0	0.0	0.0	-4.075956437315431
2.2283128419006853e-8	0.0	0.0	0.0	-4.075895523259665
2.3683497061853615e-8	0.0	0.0	0.0	-4.075851880902768
2.5140448783644068e-8	0.0	0.0	0.0	-4.075821075794688
2.6656269871520604e-8	0.0	0.0	0.0	-4.075799666242665
2.8233338991990524e-8	0.0	0.0	0.0	-4.075785024247156
2.987413092359238e-8	0.0	0.0	0.0	-4.075775176675222
3.158122044038385e-8	0.0	0.0	0.0	-4.075768667691761
3.335728635234524e-8	0.0	0.0	0.0	-4.075764442353263
3.520511570903889e-8	0.0	0.0	0.0	-4.075761750363025
3.712760817312097e-8	0.0	0.0	0.0	-4.0757600683154775
3.912778057056879e-8	0.0	0.0	0.0	-4.075759038321388
4.1208771624763824e-8	0.0	0.0	0.0	-4.075758420687304
4.337384688185936e-8	0.0	0.0	0.0	-4.07575805828948
4.562640383516186e-8	0.0	0.0	0.0	-4.075757850394162
4.7969977256567194e-8	0.0	0.0	0.0	-4.075757733889102
5.040824474341814e-8	0.0	0.0	0.0	-4.075757670163924
5.294503248948731e-8	0.0	0.0	0.0	-4.075757636173404
5.55843212891415e-8	0.0	0.0	0.0	-4.07575761850943
5.8330252784109445e-8	0.0	0.0	0.0	-4.0757576095744135
6.118713596265542e-8	0.0	0.0	0.0	-4.075757605179398
6.415945392135755e-8	0.0	0.0	0.0	-4.075757603079228
