-9.92361e+0 1.94618e-4
-9.77356e+0 1.97337e-4
-9.72757e+0 1.73768e-4
-9.59163e+0 2.02246e-4
-9.59163e+0 1.57524e-4
-9.41991e+0 1.99873e-4
-9.41991e+0 1.47299e-4
-9.28795e+0 1.34026e-4
-9.24820e+0 1.94224e-4
-9.14394e+0 1.28277e-4
-9.07649e+0 1.88736e-4
-8.95996e+0 1.19161e-4
-8.89864e+0 1.82784e-4
-8.84276e+0 1.09473e-4
-8.74379e+0 1.74208e-4
-8.73592e+0 9.78110e-5
-8.70444e+0 8.64530e-5
-8.55061e+0 1.69428e-4
-8.53749e+0 8.04514e-5
-8.42029e+0 7.38514e-5
-8.39320e+0 1.60866e-4
-8.24653e+0 6.96692e-5
-8.21791e+0 1.57312e-4
-8.10821e+0 6.31069e-5
-8.05335e+0 1.49678e-4
-7.94603e+0 5.86600e-5
-7.87448e+0 1.47299e-4
-7.78505e+0 5.33967e-5
-7.69919e+0 1.37691e-4
-7.63122e+0 4.99489e-5
-7.53105e+0 1.34706e-4
-7.49385e+0 4.69224e-5
-7.34912e+0 1.28277e-4
-7.32714e+0 4.34496e-5
-7.19478e+0 1.20874e-4
-7.19478e+0 4.01728e-5
-7.01591e+0 1.16915e-4
-7.01591e+0 3.80946e-5
-6.88713e+0 3.46229e-5
-6.84215e+0 1.12142e-4
-6.72972e+0 3.29520e-5
-6.67248e+0 1.07461e-4
-6.55801e+0 3.04926e-5
-6.50690e+0 1.02234e-4
-6.41968e+0 2.80586e-5
-6.32905e+0 9.92732e-5
-6.24320e+0 2.69154e-5
-6.15121e+0 9.38772e-5
-6.09360e+0 2.42733e-5
-5.99585e+0 8.92463e-5
-5.94270e+0 2.27899e-5
-5.86256e+0 8.50648e-5
-5.75054e+0 2.14614e-5
-5.69943e+0 8.38684e-5
-5.61358e+0 1.96162e-5
-5.53794e+0 7.95010e-5
-5.45208e+0 1.88164e-5
-5.34987e+0 7.52522e-5
-5.30354e+0 1.73033e-5
-5.19502e+0 7.11533e-5
-5.14136e+0 1.61610e-5
-5.01871e+0 6.61686e-5
-4.94818e+0 1.50751e-5
-4.85108e+0 6.23614e-5
-4.81582e+0 1.43314e-5
-4.69777e+0 5.90570e-5
-4.64053e+0 1.35271e-5
-4.52401e+0 5.63605e-5
-4.47597e+0 1.24544e-5
-4.38296e+0 5.20235e-5
-4.38091e+0 1.14115e-5
-4.20511e+0 4.93429e-5
-4.21124e+0 1.10119e-5
-4.08532e+0 9.96902e-6
-4.05026e+0 4.66384e-5
-3.92505e+0 4.35964e-5
-3.93527e+0 9.42943e-6
-3.75334e+0 4.16559e-5
-3.75334e+0 8.75143e-6
-3.62741e+0 7.91532e-6
-3.61501e+0 3.80946e-5
-3.46714e+0 7.58601e-6
-3.44057e+0 3.56957e-5
-3.30974e+0 6.87340e-6
-3.26886e+0 3.30156e-5
-3.22388e+0 6.21986e-6
-3.17809e+0 3.10530e-5
-3.06852e+0 5.86091e-6
-3.00924e+0 2.92832e-5
-2.88332e+0 2.62786e-5
-2.90907e+0 5.30290e-6
-2.80686e+0 4.87803e-6
-2.72305e+0 2.48646e-5
-2.63719e+0 4.65980e-6
-2.55610e+0 2.23585e-5
-2.47979e+0 4.20785e-6
-2.43209e+0 2.03438e-5
-2.39393e+0 3.81258e-6
-2.29990e+0 1.84128e-5
-2.23652e+0 3.61840e-6
-2.12682e+0 1.65424e-5
-2.09820e+0 3.19032e-6
-2.00280e+0 1.49506e-5
-1.95510e+0 2.82557e-6
-1.86448e+0 1.34362e-5
-1.78066e+0 2.61258e-6
-1.71934e+0 1.18485e-5
-1.68561e+0 2.31932e-6
-1.63348e+0 1.06159e-5
-1.55444e+0 2.06718e-6
-1.52105e+0 9.42943e-6
-1.43161e+0 1.80783e-6
-1.40657e+0 8.27774e-6
-1.28255e+0 7.40902e-6
-1.29005e+0 1.60520e-6
-1.20147e+0 6.86761e-6
-1.17966e+0 1.40940e-6
-1.13469e+0 5.87279e-6
-1.08972e+0 1.24826e-6
-1.02021e+0 4.99505e-6
-9.75241e-1 1.10714e-6
-8.91428e-1 4.05803e-6
-8.32145e-1 3.47321e-6
-8.62808e-1 1.07637e-6
-8.19880e-1 9.22008e-7
-7.48332e-1 3.03636e-6
-7.34023e-1 2.76089e-6
-7.34023e-1 7.84206e-7
-6.40360e-1 2.16646e-6
-6.31812e-1 6.56099e-7
-5.68668e-1 1.73662e-6
-5.21424e-1 5.77737e-7
-5.00981e-1 1.47185e-6
-4.43743e-1 1.22149e-6
-4.47832e-1 1.05802e-6
-4.19213e-1 5.43708e-7
-4.19213e-1 9.58147e-7
-4.02041e-1 4.50440e-7
-3.68334e-1 7.77359e-7
-3.42895e-1 3.68502e-7
-3.21090e-1 6.54205e-7
-3.08825e-1 3.25951e-7
-2.90427e-1 5.46466e-7
-2.61808e-1 4.81545e-7
-2.61808e-1 4.26490e-7
-2.40343e-1 2.70506e-7
-2.47498e-1 2.29495e-7
-1.75950e-1 2.05844e-7
-2.04570e-1 3.85450e-7
-1.90260e-1 3.37945e-7
-2.04570e-1 3.02351e-7
-1.40827e-1 1.39369e-7
-1.61641e-1 1.20408e-7
-1.33022e-1 1.86413e-7
-1.52101e-1 1.64766e-7
-1.28933e-1 1.10087e-7
-9.00932e-2 9.88484e-8
-1.18712e-1 2.42015e-7
-5.78967e-2 8.61194e-8
-5.98842e-2 1.06789e-8
-2.63507e-2 7.09521e-8
-3.28550e-2 5.97035e-8
-3.28550e-2 5.28776e-8
-3.28550e-2 4.68320e-8
-3.28550e-2 4.14777e-8
-3.28550e-2 3.67355e-8
-3.28550e-2 3.25355e-8
-3.28550e-2 2.88157e-8
-3.28550e-2 2.55212e-8
-3.28550e-2 2.26033e-8
-3.28550e-2 2.00191e-8
-3.28550e-2 1.77303e-8
-3.28550e-2 1.57031e-8
-3.28550e-2 1.39078e-8
-3.28550e-2 1.23177e-8
9.59308e-2 1.51104e-7
8.81256e-2 1.18758e-7
8.16213e-2 1.00022e-7
1.18826e-1 8.38199e-8
8.95711e-2 1.06190e-8
9.59308e-2 7.04319e-8
9.59308e-2 6.07188e-8
9.59308e-2 5.37768e-8
9.59308e-2 4.76285e-8
9.59308e-2 4.21831e-8
9.59308e-2 3.73602e-8
9.59308e-2 3.30888e-8
9.59308e-2 2.93057e-8
9.59308e-2 2.59552e-8
9.59308e-2 2.29877e-8
9.59308e-2 2.03595e-8
9.59308e-2 1.80318e-8
9.59308e-2 1.59702e-8
9.59308e-2 1.41443e-8
9.59308e-2 1.25272e-8
1.74633e-1 3.58188e-7
1.65889e-1 2.83266e-7
1.67479e-1 2.44476e-7
1.67479e-1 2.16525e-7
1.67479e-1 1.91769e-7
1.81788e-1 1.73316e-7
2.39026e-1 1.60489e-7
1.96098e-1 1.33228e-7
1.96098e-1 1.17996e-7
1.96098e-1 1.04505e-7
1.96098e-1 9.25568e-8
2.74005e-1 5.36423e-7
2.53336e-1 4.55481e-7
2.74800e-1 4.13739e-7
2.10407e-1 8.11495e-8
3.16707e-1 6.45750e-7
3.39193e-1 7.75526e-7
3.63042e-1 3.73926e-7
3.40783e-1 2.68084e-7
3.13436e-1 2.29147e-7
2.81955e-1 2.03772e-7
